Team1                     ,Team1_Status,Team2                        ,Team2_Status,Date    ,Map        ,Event
Paradox                   ,w           ,R!OT                         ,l           ,2-5-19  ,Mirage     ,ESEA MDL Season 31 Australia
DINQ                      ,l           ,Breakaway                    ,w           ,2-5-19  ,Vertigo    ,ESEA MDL Season 31 Australia
Jade                      ,l           ,Breakaway                    ,w           ,2-5-19  ,Inferno    ,ESEA MDL Season 31 Australia
NRG                       ,w           ,MIBR                         ,l           ,2-5-19  ,Overpass   ,IEM Sydney 2019
NRG                       ,w           ,MIBR                         ,l           ,2-5-19  ,Overpass   ,IEM Sydney 2019
Grayhound                 ,l           ,fnatic                       ,w           ,2-5-19  ,Inferno    ,IEM Sydney 2019
Grayhound                 ,w           ,fnatic                       ,l           ,2-5-19  ,Inferno    ,IEM Sydney 2019
Grayhound                 ,l           ,fnatic                       ,w           ,2-5-19  ,Inferno    ,IEM Sydney 2019
mousesports               ,w           ,BIG                          ,l           ,2-5-19  ,Inferno    ,IEM Sydney 2019
mousesports               ,w           ,BIG                          ,l           ,2-5-19  ,Inferno    ,IEM Sydney 2019
NiP                       ,l           ,Liquid                       ,w           ,2-5-19  ,Overpass   ,IEM Sydney 2019
NiP                       ,l           ,Liquid                       ,w           ,2-5-19  ,Overpass   ,IEM Sydney 2019
FaZe                      ,l           ,Grayhound                    ,w           ,2-5-19  ,Overpass   ,IEM Sydney 2019
FaZe                      ,w           ,Grayhound                    ,l           ,2-5-19  ,Overpass   ,IEM Sydney 2019
FaZe                      ,l           ,Grayhound                    ,w           ,2-5-19  ,Overpass   ,IEM Sydney 2019
fnatic                    ,w           ,Chiefs                       ,l           ,2-5-19  ,Inferno    ,IEM Sydney 2019
fnatic                    ,w           ,Chiefs                       ,l           ,2-5-19  ,Inferno    ,IEM Sydney 2019
fnatic                    ,l           ,Chiefs                       ,w           ,2-5-19  ,Inferno    ,IEM Sydney 2019
Spacestation              ,l           ,Rugratz                      ,w           ,2-5-19  ,Inferno    ,ESEA MDL Season 31 North America
Variance                  ,l           ,TeamOne                      ,w           ,2-5-19  ,Dust2      ,ESEA MDL Season 31 North America
Rugratz                   ,w           ,Singularity                  ,l           ,2-5-19  ,Inferno    ,Fragadelphia Online 2019: 5th Year Anniversary
Denial                    ,w           ,Infinity                     ,l           ,2-5-19  ,Mirage     ,ESL LA League Season 4 - Northern Cone
Denial                    ,l           ,Infinity                     ,w           ,2-5-19  ,Mirage     ,ESL LA League Season 4 - Northern Cone
9z                        ,w           ,All Knights                  ,l           ,1-5-19  ,Dust2      ,ESL LA League Season 4 - Southern Cone
9z                        ,l           ,All Knights                  ,w           ,1-5-19  ,Dust2      ,ESL LA League Season 4 - Southern Cone
Windigo                   ,w           ,DreamEaters                  ,l           ,1-5-19  ,Mirage     ,LOOT.BET Season 2
Windigo                   ,w           ,DreamEaters                  ,l           ,1-5-19  ,Mirage     ,LOOT.BET Season 2
Windigo                   ,l           ,DreamEaters                  ,w           ,1-5-19  ,Mirage     ,LOOT.BET Season 2
Unique                    ,l           ,Nemiga                       ,w           ,1-5-19  ,Inferno    ,LOOT.BET HotShot Series Season 3 CIS
Unique                    ,l           ,Nemiga                       ,w           ,1-5-19  ,Inferno    ,LOOT.BET HotShot Series Season 3 CIS
Monolith                  ,l           ,Nemiga                       ,w           ,1-5-19  ,Overpass   ,LOOT.BET HotShot Series Season 3 CIS
Monolith                  ,l           ,Nemiga                       ,w           ,1-5-19  ,Overpass   ,LOOT.BET HotShot Series Season 3 CIS
Windigo Academy           ,l           ,Unique                       ,w           ,1-5-19  ,Mirage     ,LOOT.BET HotShot Series Season 3 CIS
Windigo Academy           ,w           ,Unique                       ,l           ,1-5-19  ,Mirage     ,LOOT.BET HotShot Series Season 3 CIS
Windigo Academy           ,l           ,Unique                       ,w           ,1-5-19  ,Mirage     ,LOOT.BET HotShot Series Season 3 CIS
Rooster                   ,l           ,SYF                          ,w           ,1-5-19  ,Inferno    ,ESEA MDL Season 31 Australia
R!OT                      ,w           ,evicted                      ,l           ,1-5-19  ,Inferno    ,ESEA MDL Season 31 Australia
Rooster                   ,l           ,Downfall                     ,w           ,1-5-19  ,Dust2      ,ESEA MDL Season 31 Australia
MVP PK                    ,l           ,BIG                          ,w           ,1-5-19  ,Overpass   ,IEM Sydney 2019
MVP PK                    ,w           ,BIG                          ,l           ,1-5-19  ,Overpass   ,IEM Sydney 2019
MVP PK                    ,l           ,BIG                          ,w           ,1-5-19  ,Overpass   ,IEM Sydney 2019
fnatic                    ,l           ,MIBR                         ,w           ,1-5-19  ,Overpass   ,IEM Sydney 2019
fnatic                    ,l           ,MIBR                         ,w           ,1-5-19  ,Overpass   ,IEM Sydney 2019
mousesports               ,w           ,Renegades                    ,l           ,1-5-19  ,Inferno    ,IEM Sydney 2019
mousesports               ,w           ,Renegades                    ,l           ,1-5-19  ,Inferno    ,IEM Sydney 2019
NRG                       ,w           ,FaZe                         ,l           ,1-5-19  ,Mirage     ,IEM Sydney 2019
NRG                       ,w           ,FaZe                         ,l           ,1-5-19  ,Mirage     ,IEM Sydney 2019
Heroic                    ,l           ,Grayhound                    ,w           ,1-5-19  ,Overpass   ,IEM Sydney 2019
Heroic                    ,w           ,Grayhound                    ,l           ,1-5-19  ,Overpass   ,IEM Sydney 2019
Heroic                    ,l           ,Grayhound                    ,w           ,1-5-19  ,Overpass   ,IEM Sydney 2019
ViCi                      ,l           ,Chiefs                       ,w           ,1-5-19  ,Nuke       ,IEM Sydney 2019
ViCi                      ,w           ,Chiefs                       ,l           ,1-5-19  ,Nuke       ,IEM Sydney 2019
ViCi                      ,l           ,Chiefs                       ,w           ,1-5-19  ,Nuke       ,IEM Sydney 2019
Novacancy                 ,l           ,Infinity                     ,w           ,1-5-19  ,Train      ,ESL LA League Season 4 - Northern Cone
Novacancy                 ,l           ,Infinity                     ,w           ,1-5-19  ,Train      ,ESL LA League Season 4 - Northern Cone
Sinisters                 ,l           ,All Knights                  ,w           ,30-4-19 ,Inferno    ,ESL LA League Season 4 - Southern Cone
Sinisters                 ,l           ,All Knights                  ,w           ,30-4-19 ,Inferno    ,ESL LA League Season 4 - Southern Cone
W7M                       ,l           ,WePlayGames                  ,w           ,30-4-19 ,Train      ,Brasil Game Show 2019
Santos                    ,l           ,Redemption POA               ,w           ,30-4-19 ,Train      ,Brasil Game Show 2019
INTZ.Academy              ,l           ,DETONA                       ,w           ,30-4-19 ,Mirage     ,Brasil Game Show 2019
Inflames                  ,w           ,Reapers                      ,l           ,30-4-19 ,Dust2      ,Brasil Game Show 2019
Monolith                  ,w           ,HOLLYWOOD                    ,l           ,30-4-19 ,Mirage     ,LOOT.BET HotShot Series Season 3 CIS
Monolith                  ,w           ,HOLLYWOOD                    ,l           ,30-4-19 ,Mirage     ,LOOT.BET HotShot Series Season 3 CIS
5balls                    ,l           ,Nemiga                       ,w           ,30-4-19 ,Vertigo    ,LOOT.BET HotShot Series Season 3 CIS
5balls                    ,l           ,Nemiga                       ,w           ,30-4-19 ,Vertigo    ,LOOT.BET HotShot Series Season 3 CIS
Nemiga                    ,w           ,Giants                       ,l           ,30-4-19 ,Dust2      ,Kalashnikov Cup Season 2
Unique                    ,w           ,Vaevictis                    ,l           ,30-4-19 ,Vertigo    ,LOOT.BET HotShot Series Season 3 CIS
Unique                    ,w           ,Vaevictis                    ,l           ,30-4-19 ,Vertigo    ,LOOT.BET HotShot Series Season 3 CIS
MAJESTY                   ,l           ,Windigo Academy              ,w           ,30-4-19 ,Inferno    ,LOOT.BET HotShot Series Season 3 CIS
MAJESTY                   ,l           ,Windigo Academy              ,w           ,30-4-19 ,Nuke       ,LOOT.BET HotShot Series Season 3 CIS
NoChance                  ,l           ,Windigo                      ,w           ,30-4-19 ,Inferno    ,LOOT.BET Season 2
NoChance                  ,l           ,Windigo                      ,w           ,30-4-19 ,Inferno    ,LOOT.BET Season 2
Genuine                   ,w           ,Downfall                     ,l           ,30-4-19 ,Nuke       ,ESEA MDL Season 31 Australia
Content                   ,l           ,SYF                          ,w           ,30-4-19 ,Overpass   ,ESEA MDL Season 31 Australia
Justice                   ,w           ,evicted                      ,l           ,30-4-19 ,Overpass   ,ESEA MDL Season 31 Australia
Justice                   ,l           ,ORDER                        ,w           ,30-4-19 ,Overpass   ,ESEA MDL Season 31 Australia
NiP                       ,w           ,Renegades                    ,l           ,30-4-19 ,Mirage     ,IEM Sydney 2019
NiP                       ,w           ,Renegades                    ,l           ,30-4-19 ,Mirage     ,IEM Sydney 2019
MVP PK                    ,w           ,eUnited                      ,l           ,30-4-19 ,Overpass   ,IEM Sydney 2019
MVP PK                    ,w           ,eUnited                      ,l           ,30-4-19 ,Overpass   ,IEM Sydney 2019
BIG                       ,l           ,Liquid                       ,w           ,30-4-19 ,Overpass   ,IEM Sydney 2019
BIG                       ,l           ,Liquid                       ,w           ,30-4-19 ,Overpass   ,IEM Sydney 2019
BOOT-d[S                  ,l           ,mousesports                  ,w           ,30-4-19 ,Train      ,IEM Sydney 2019
BOOT-d[S                  ,l           ,mousesports                  ,w           ,30-4-19 ,Train      ,IEM Sydney 2019
MIBR                      ,w           ,Grayhound                    ,l           ,30-4-19 ,Overpass   ,IEM Sydney 2019
fnatic                    ,w           ,Heroic                       ,l           ,30-4-19 ,Train      ,IEM Sydney 2019
NRG                       ,w           ,ViCi                         ,l           ,30-4-19 ,Mirage     ,IEM Sydney 2019
FaZe                      ,w           ,Chiefs                       ,l           ,30-4-19 ,Dust2      ,IEM Sydney 2019
MVP PK                    ,l           ,Renegades                    ,w           ,30-4-19 ,Inferno    ,IEM Sydney 2019
NiP                       ,w           ,eUnited                      ,l           ,30-4-19 ,Nuke       ,IEM Sydney 2019
BIG                       ,w           ,mousesports                  ,l           ,30-4-19 ,Inferno    ,IEM Sydney 2019
BOOT-d[S                  ,l           ,Liquid                       ,w           ,30-4-19 ,Nuke       ,IEM Sydney 2019
Denial                    ,w           ,Infinity                     ,l           ,30-4-19 ,Dust2      ,ESL LA League Season 4 - Northern Cone
Denial                    ,l           ,Infinity                     ,w           ,30-4-19 ,Dust2      ,ESL LA League Season 4 - Northern Cone
Denial                    ,w           ,Infinity                     ,l           ,30-4-19 ,Dust2      ,ESL LA League Season 4 - Northern Cone
paiN                      ,w           ,Reapers                      ,l           ,30-4-19 ,Overpass   ,Brasil Game Show 2019
9z                        ,w           ,All Knights                  ,l           ,29-4-19 ,Vertigo    ,ESL LA League Season 4 - Southern Cone
9z                        ,w           ,All Knights                  ,l           ,29-4-19 ,Vertigo    ,ESL LA League Season 4 - Southern Cone
SJ                        ,w           ,AGO                          ,l           ,29-4-19 ,Train      ,GameAgents League Season 3
Tricked                   ,l           ,Windigo                      ,w           ,29-4-19 ,Dust2      ,LOOT.BET Season 2
Tricked                   ,l           ,Windigo                      ,w           ,29-4-19 ,Dust2      ,LOOT.BET Season 2
Tricked                   ,w           ,Windigo                      ,l           ,29-4-19 ,Dust2      ,LOOT.BET Season 2
Epsilon                   ,l           ,ex-3DMAX                     ,w           ,29-4-19 ,Dust2      ,VulkanBet Invitational
Epsilon                   ,l           ,ex-3DMAX                     ,w           ,29-4-19 ,Dust2      ,VulkanBet Invitational
Epsilon                   ,w           ,ex-3DMAX                     ,l           ,29-4-19 ,Dust2      ,VulkanBet Invitational
Nemiga                    ,l           ,NoChance                     ,w           ,29-4-19 ,Inferno    ,LOOT.BET Season 2
Nemiga                    ,l           ,NoChance                     ,w           ,29-4-19 ,Inferno    ,LOOT.BET Season 2
Nemiga                    ,w           ,NoChance                     ,l           ,29-4-19 ,Inferno    ,LOOT.BET Season 2
Jade                      ,l           ,ORDER                        ,w           ,29-4-19 ,Inferno    ,ESEA MDL Season 31 Australia
Grizzlys                  ,l           ,MASSIVEimpact                ,w           ,29-4-19 ,Inferno    ,T.O. Spawn
Grizzlys                  ,l           ,MASSIVEimpact                ,w           ,29-4-19 ,Inferno    ,T.O. Spawn
Grizzlys                  ,w           ,Waves                        ,l           ,29-4-19 ,Overpass   ,T.O. Spawn
Grizzlys                  ,w           ,Waves                        ,l           ,29-4-19 ,Overpass   ,T.O. Spawn
NONAME                    ,l           ,Novacancy                    ,w           ,29-4-19 ,Mirage     ,ESL LA League Season 4 - Northern Cone
NONAME                    ,l           ,Novacancy                    ,w           ,29-4-19 ,Mirage     ,ESL LA League Season 4 - Northern Cone
FURIA                     ,w           ,INTZ                         ,l           ,28-4-19 ,Mirage     ,ECS Season 7 North America Week 3
FURIA                     ,l           ,INTZ                         ,w           ,28-4-19 ,Mirage     ,ECS Season 7 North America Week 3
Grizzlys                  ,w           ,"""Strings Llama Pack"""     ,l           ,28-4-19 ,Inferno    ,T.O. Spawn
Grizzlys                  ,w           ,"""Strings Llama Pack"""     ,l           ,28-4-19 ,Inferno    ,T.O. Spawn
FURIA                     ,w           ,INTZ                         ,l           ,28-4-19 ,Inferno    ,ECS Season 7 North America Week 3
VCU                       ,l           ,"""BASEs Money Crew"""       ,w           ,28-4-19 ,Nuke       ,NCS Minor - GEX CS:GO Showcase
VCU                       ,l           ,"""BASEs Money Crew"""       ,w           ,28-4-19 ,Nuke       ,NCS Minor - GEX CS:GO Showcase
VCU                       ,w           ,"""BASEs Money Crew"""       ,l           ,28-4-19 ,Nuke       ,NCS Minor - GEX CS:GO Showcase
Sinisters                 ,w           ,S2N                          ,l           ,28-4-19 ,Overpass   ,ESL LA League Season 4 - Southern Cone
Sinisters                 ,l           ,S2N                          ,w           ,28-4-19 ,Overpass   ,ESL LA League Season 4 - Southern Cone
Sinisters                 ,w           ,S2N                          ,l           ,28-4-19 ,Overpass   ,ESL LA League Season 4 - Southern Cone
devils.one                ,w           ,x-kom                        ,l           ,28-4-19 ,Dust2      ,Lotto Cup Winners' Cup
devils.one                ,w           ,x-kom                        ,l           ,28-4-19 ,Dust2      ,Lotto Cup Winners' Cup
Denial                    ,w           ,NONAME                       ,l           ,28-4-19 ,Inferno    ,ESL LA League Season 4 - Northern Cone
HWML                      ,l           ,"""BASEs Money Crew"""       ,w           ,28-4-19 ,Vertigo    ,NCS Minor - GEX CS:GO Showcase
HWML                      ,l           ,"""BASEs Money Crew"""       ,w           ,28-4-19 ,Vertigo    ,NCS Minor - GEX CS:GO Showcase
Novacancy                 ,l           ,Infinity                     ,w           ,28-4-19 ,Mirage     ,ESL LA League Season 4 - Northern Cone
Vitality                  ,w           ,OpTic                        ,l           ,28-4-19 ,Nuke       ,ECS Season 7 Europe Week 3
Vitality                  ,l           ,OpTic                        ,w           ,28-4-19 ,Nuke       ,ECS Season 7 Europe Week 3
Vitality                  ,w           ,OpTic                        ,l           ,28-4-19 ,Nuke       ,ECS Season 7 Europe Week 3
Grizzlys                  ,w           ,Live on Three                ,l           ,28-4-19 ,Train      ,T.O. Spawn
Grizzlys                  ,w           ,Live on Three                ,l           ,28-4-19 ,Train      ,T.O. Spawn
Grizzlys                  ,l           ,Live on Three                ,w           ,28-4-19 ,Train      ,T.O. Spawn
MASSIVEimpact             ,w           ,Waves                        ,l           ,28-4-19 ,Overpass   ,T.O. Spawn
MASSIVEimpact             ,w           ,Waves                        ,l           ,28-4-19 ,Overpass   ,T.O. Spawn
"[""Strings Llama Pack""" ,w           ,Offbeat                      ,l           ,28-4-19 ,Inferno    ,T.O. Spawn
"[""Strings Llama Pack""" ,l           ,Offbeat                      ,w           ,28-4-19 ,Inferno    ,T.O. Spawn
"[""Strings Llama Pack""" ,w           ,Offbeat                      ,l           ,28-4-19 ,Inferno    ,T.O. Spawn
York                      ,w           ,UCSC                         ,l           ,28-4-19 ,Vertigo    ,CSL 2019 Spring Finals
York                      ,w           ,UCSC                         ,l           ,28-4-19 ,Vertigo    ,CSL 2019 Spring Finals
York                      ,l           ,UCSC                         ,w           ,28-4-19 ,Vertigo    ,CSL 2019 Spring Finals
York                      ,w           ,UCSC                         ,l           ,28-4-19 ,Vertigo    ,CSL 2019 Spring Finals
9z                        ,w           ,Sinisters                    ,l           ,28-4-19 ,Dust2      ,ESL LA League Season 4 - Southern Cone
All Knights               ,w           ,S2N                          ,l           ,28-4-19 ,Train      ,ESL LA League Season 4 - Southern Cone
x1 Mob                    ,l           ,VCU                          ,w           ,28-4-19 ,Nuke       ,NCS Minor - GEX CS:GO Showcase
x1 Mob                    ,l           ,VCU                          ,w           ,28-4-19 ,Nuke       ,NCS Minor - GEX CS:GO Showcase
DreamEaters               ,l           ,GamerLegion                  ,w           ,28-4-19 ,Overpass   ,LOOT.BET Season 2
DreamEaters               ,w           ,GamerLegion                  ,l           ,28-4-19 ,Overpass   ,LOOT.BET Season 2
DreamEaters               ,l           ,GamerLegion                  ,w           ,28-4-19 ,Overpass   ,LOOT.BET Season 2
Live on Three             ,w           ,Farmers                      ,l           ,28-4-19 ,Inferno    ,T.O. Spawn
Live on Three             ,w           ,Farmers                      ,l           ,28-4-19 ,Inferno    ,T.O. Spawn
"[""Strings Llama Pack""" ,w           ,LiViD                        ,l           ,28-4-19 ,Mirage     ,T.O. Spawn
"[""Strings Llama Pack""" ,w           ,LiViD                        ,l           ,28-4-19 ,Mirage     ,T.O. Spawn
Offbeat                   ,l           ,MASSIVEimpact                ,w           ,28-4-19 ,Inferno    ,T.O. Spawn
Offbeat                   ,l           ,MASSIVEimpact                ,w           ,28-4-19 ,Inferno    ,T.O. Spawn
Offbeat                   ,w           ,MASSIVEimpact                ,l           ,28-4-19 ,Inferno    ,T.O. Spawn
Grizzlys                  ,l           ,Waves                        ,w           ,28-4-19 ,Vertigo    ,T.O. Spawn
Grizzlys                  ,l           ,Waves                        ,w           ,28-4-19 ,Vertigo    ,T.O. Spawn
AGO                       ,l           ,x-kom                        ,w           ,28-4-19 ,Vertigo    ,Lotto Cup Winners' Cup
AGO                       ,l           ,x-kom                        ,w           ,28-4-19 ,Vertigo    ,Lotto Cup Winners' Cup
AGO                       ,w           ,x-kom                        ,l           ,28-4-19 ,Vertigo    ,Lotto Cup Winners' Cup
Tricked                   ,w           ,Epsilon                      ,l           ,28-4-19 ,Dust2      ,LOOT.BET Season 2
Tricked                   ,w           ,Epsilon                      ,l           ,28-4-19 ,Dust2      ,LOOT.BET Season 2
Tricked                   ,l           ,Epsilon                      ,w           ,28-4-19 ,Dust2      ,LOOT.BET Season 2
devils.one                ,w           ,AGO                          ,l           ,28-4-19 ,Vertigo    ,Lotto Cup Winners' Cup
devils.one                ,w           ,AGO                          ,l           ,28-4-19 ,Vertigo    ,Lotto Cup Winners' Cup
INTZ                      ,w           ,Cloud9                       ,l           ,27-4-19 ,Overpass   ,ECS Season 7 North America Week 3
INTZ                      ,w           ,Cloud9                       ,l           ,27-4-19 ,Overpass   ,ECS Season 7 North America Week 3
x-kom                     ,w           ,PACT                         ,l           ,27-4-19 ,Nuke       ,Lotto Cup Winners' Cup
x-kom                     ,w           ,PACT                         ,l           ,27-4-19 ,Nuke       ,Lotto Cup Winners' Cup
RMU                       ,l           ,York                         ,w           ,27-4-19 ,Inferno    ,CSL 2019 Spring Finals
RMU                       ,w           ,York                         ,l           ,27-4-19 ,Inferno    ,CSL 2019 Spring Finals
RMU                       ,l           ,York                         ,w           ,27-4-19 ,Inferno    ,CSL 2019 Spring Finals
Valiance                  ,l           ,Vitality                     ,w           ,27-4-19 ,Mirage     ,ECS Season 7 Europe Week 3
Valiance                  ,l           ,Vitality                     ,w           ,27-4-19 ,Mirage     ,ECS Season 7 Europe Week 3
RMU                       ,l           ,UCSC                         ,w           ,27-4-19 ,Vertigo    ,CSL 2019 Spring Finals
RMU                       ,w           ,UCSC                         ,l           ,27-4-19 ,Vertigo    ,CSL 2019 Spring Finals
RMU                       ,l           ,UCSC                         ,w           ,27-4-19 ,Vertigo    ,CSL 2019 Spring Finals
Budapest Five             ,l           ,Salamander                   ,w           ,27-4-19 ,Mirage     ,Hungarian National Esport Championship Season 1 Finals
Budapest Five             ,l           ,Salamander                   ,w           ,27-4-19 ,Mirage     ,Hungarian National Esport Championship Season 1 Finals
devils.one                ,w           ,PACT                         ,l           ,27-4-19 ,Mirage     ,Lotto Cup Winners' Cup
devils.one                ,l           ,PACT                         ,w           ,27-4-19 ,Mirage     ,Lotto Cup Winners' Cup
devils.one                ,w           ,PACT                         ,l           ,27-4-19 ,Mirage     ,Lotto Cup Winners' Cup
NoChance                  ,l           ,GamerLegion                  ,w           ,27-4-19 ,Dust2      ,LOOT.BET Season 2
NoChance                  ,l           ,GamerLegion                  ,w           ,27-4-19 ,Dust2      ,LOOT.BET Season 2
NoChance                  ,w           ,GamerLegion                  ,l           ,27-4-19 ,Dust2      ,LOOT.BET Season 2
AGO                       ,w           ,x-kom                        ,l           ,27-4-19 ,Train      ,Lotto Cup Winners' Cup
AGO                       ,w           ,x-kom                        ,l           ,27-4-19 ,Train      ,Lotto Cup Winners' Cup
Luminosity                ,l           ,FURIA                        ,w           ,26-4-19 ,Overpass   ,ECS Season 7 North America Week 3
Luminosity                ,l           ,FURIA                        ,w           ,26-4-19 ,Overpass   ,ECS Season 7 North America Week 3
Luminosity                ,w           ,FURIA                        ,l           ,26-4-19 ,Overpass   ,ECS Season 7 North America Week 3
Monarchs                  ,w           ,Wohooo                       ,l           ,26-4-19 ,Inferno    ,King of Nordic Season 14
KVALL                     ,l           ,Wohooo                       ,w           ,26-4-19 ,Mirage     ,King of Nordic Season 14
AVANGAR                   ,l           ,OpTic                        ,w           ,26-4-19 ,Train      ,ECS Season 7 Europe Week 3
AVANGAR                   ,w           ,OpTic                        ,l           ,26-4-19 ,Train      ,ECS Season 7 Europe Week 3
AVANGAR                   ,l           ,OpTic                        ,w           ,26-4-19 ,Train      ,ECS Season 7 Europe Week 3
5els                      ,l           ,Wohooo                       ,w           ,26-4-19 ,Overpass   ,King of Nordic Season 14
AGO                       ,l           ,Nemiga                       ,w           ,26-4-19 ,Overpass   ,LOOT.BET Season 2
AGO                       ,l           ,Nemiga                       ,w           ,26-4-19 ,Overpass   ,LOOT.BET Season 2
GamerLegion               ,w           ,Epsilon                      ,l           ,26-4-19 ,Overpass   ,LOOT.BET Season 2
GamerLegion               ,w           ,Epsilon                      ,l           ,26-4-19 ,Overpass   ,LOOT.BET Season 2
IPET                      ,l           ,EHOME                        ,w           ,26-4-19 ,Dust2      ,ESL One Cologne 2019 Asia Open Qualifier 2
IPET                      ,l           ,EHOME                        ,w           ,26-4-19 ,Dust2      ,ESL One Cologne 2019 Asia Open Qualifier 2
HAVU                      ,l           ,Nemiga                       ,w           ,26-4-19 ,Mirage     ,VulkanBet Invitational
HAVU                      ,l           ,Nemiga                       ,w           ,26-4-19 ,Mirage     ,VulkanBet Invitational
HAVU                      ,w           ,Nemiga                       ,l           ,26-4-19 ,Mirage     ,VulkanBet Invitational
Recca                     ,w           ,Absolute                     ,l           ,26-4-19 ,Mirage     ,ESL One Cologne 2019 Asia Open Qualifier 2
Recca                     ,w           ,Absolute                     ,l           ,26-4-19 ,Mirage     ,ESL One Cologne 2019 Asia Open Qualifier 2
Denial                    ,l           ,DETONA                       ,w           ,26-4-19 ,Mirage     ,ESL Pro League Season 9 Americas
Denial                    ,l           ,DETONA                       ,w           ,26-4-19 ,Mirage     ,ESL Pro League Season 9 Americas
INTZ                      ,w           ,ATK                          ,l           ,26-4-19 ,Cache      ,ECS Season 7 North America Week 3
INTZ                      ,w           ,ATK                          ,l           ,26-4-19 ,Cache      ,ECS Season 7 North America Week 3
Bad News Bears            ,l           ,Cloud9                       ,w           ,26-4-19 ,Inferno    ,ECS Season 7 North America Week 3
Bad News Bears            ,l           ,Cloud9                       ,w           ,26-4-19 ,Inferno    ,ECS Season 7 North America Week 3
Infinity                  ,l           ,Isurus                       ,w           ,26-4-19 ,Dust2      ,ESL Pro League Season 9 Americas
Infinity                  ,l           ,Isurus                       ,w           ,26-4-19 ,Dust2      ,ESL Pro League Season 9 Americas
Singularity               ,l           ,Luminosity                   ,w           ,26-4-19 ,Overpass   ,ECS Season 7 North America Week 3
Singularity               ,w           ,Luminosity                   ,l           ,26-4-19 ,Overpass   ,ECS Season 7 North America Week 3
Singularity               ,l           ,Luminosity                   ,w           ,26-4-19 ,Overpass   ,ECS Season 7 North America Week 3
FURIA                     ,w           ,Spacestation                 ,l           ,26-4-19 ,Nuke       ,ECS Season 7 North America Week 3
FURIA                     ,w           ,Spacestation                 ,l           ,26-4-19 ,Nuke       ,ECS Season 7 North America Week 3
BIG                       ,l           ,Astralis                     ,w           ,25-4-19 ,Overpass   ,ESL Pro League Season 9 Europe
BIG                       ,w           ,Astralis                     ,l           ,25-4-19 ,Overpass   ,ESL Pro League Season 9 Europe
BIG                       ,l           ,Astralis                     ,w           ,25-4-19 ,Overpass   ,ESL Pro League Season 9 Europe
Copenhagen Flames         ,l           ,GoldenGitte                  ,w           ,25-4-19 ,Overpass   ,POWER Ligaen
Copenhagen Flames         ,l           ,GoldenGitte                  ,w           ,25-4-19 ,Overpass   ,POWER Ligaen
Copenhagen Flames         ,w           ,GoldenGitte                  ,l           ,25-4-19 ,Overpass   ,POWER Ligaen
Movistar Riders           ,l           ,Epsilon                      ,w           ,25-4-19 ,Train      ,Kalashnikov Cup Season 2
forZe                     ,l           ,Valiance                     ,w           ,25-4-19 ,Mirage     ,ECS Season 7 Europe Week 3
forZe                     ,w           ,Valiance                     ,l           ,25-4-19 ,Mirage     ,ECS Season 7 Europe Week 3
forZe                     ,l           ,Valiance                     ,w           ,25-4-19 ,Mirage     ,ECS Season 7 Europe Week 3
Virtus.pro                ,l           ,Vitality                     ,w           ,25-4-19 ,Overpass   ,ECS Season 7 Europe Week 3
Virtus.pro                ,l           ,Vitality                     ,w           ,25-4-19 ,Overpass   ,ECS Season 7 Europe Week 3
ex-3DMAX                  ,l           ,HellRaisers                  ,w           ,25-4-19 ,Train      ,ESL Pro League Season 9 Europe
ex-3DMAX                  ,l           ,HellRaisers                  ,w           ,25-4-19 ,Train      ,ESL Pro League Season 9 Europe
"[""Jordans Money Crew""" ,l           ,GoldenGitte                  ,w           ,25-4-19 ,Inferno    ,POWER Ligaen
"[""Jordans Money Crew""" ,l           ,GoldenGitte                  ,w           ,25-4-19 ,Inferno    ,POWER Ligaen
"[""Jordans Money Crew""" ,w           ,GoldenGitte                  ,l           ,25-4-19 ,Inferno    ,POWER Ligaen
Copenhagen Flames         ,w           ,Ambush                       ,l           ,25-4-19 ,Mirage     ,POWER Ligaen
Copenhagen Flames         ,w           ,Ambush                       ,l           ,25-4-19 ,Mirage     ,POWER Ligaen
expert                    ,l           ,Unicorns of Love             ,w           ,25-4-19 ,Cache      ,Kalashnikov Cup Season 2
OpTic                     ,w           ,G2                           ,l           ,25-4-19 ,Dust2      ,ECS Season 7 Europe Week 3
OpTic                     ,w           ,G2                           ,l           ,25-4-19 ,Dust2      ,ECS Season 7 Europe Week 3
AVANGAR                   ,w           ,Epsilon                      ,l           ,25-4-19 ,Train      ,ECS Season 7 Europe Week 3
AVANGAR                   ,w           ,Epsilon                      ,l           ,25-4-19 ,Train      ,ECS Season 7 Europe Week 3
OwmS                      ,l           ,SJ                           ,w           ,25-4-19 ,Nuke       ,Kalashnikov Cup Season 2
NoChance                  ,w           ,Tricked                      ,l           ,25-4-19 ,Overpass   ,LOOT.BET Season 2
NoChance                  ,w           ,Tricked                      ,l           ,25-4-19 ,Overpass   ,LOOT.BET Season 2
Infinity                  ,w           ,Denial                       ,l           ,25-4-19 ,Train      ,ESL Pro League Season 9 Americas
Infinity                  ,l           ,Denial                       ,w           ,25-4-19 ,Train      ,ESL Pro League Season 9 Americas
Infinity                  ,w           ,Denial                       ,l           ,25-4-19 ,Train      ,ESL Pro League Season 9 Americas
Luminosity                ,l           ,FURIA                        ,w           ,25-4-19 ,Inferno    ,ESL One Cologne 2019 North America Open Qualifier 2
